"Event","Time Range","Time (ms)","Thread","Stack Trace","Detail","Level"
"File.Read #54","3s 292ms - 3s 292ms","0","<unknown>","JarLoader.<clinit>","Bytes=465 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/JarLoader$Attribute.class""   
Class=""java.io.FileInputStream""","1"
"File.Close #23","3s 292ms - 3s 292ms","0","<unknown>","JarLoader.<clinit>","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/JarLoader$Attribute.class""   
Class=""java.io.FileInputStream""","1"
"File.Open #24","3s 294ms - 3s 294ms","0","<unknown>","ZipResourceFile.buildClassPathCacheData","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.boot/com/intellij/util/lang/ZipResourceFile$1.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #55","3s 294ms - 3s 295ms","0","<unknown>","ZipResourceFile.buildClassPathCacheData","Bytes=1,024 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.boot/com/intellij/util/lang/ZipResourceFile$1.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #56","3s 295ms - 3s 295ms","0","<unknown>","ZipResourceFile.buildClassPathCacheData","Bytes=325 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.boot/com/intellij/util/lang/ZipResourceFile$1.class""   
Class=""java.io.FileInputStream""","1"
"File.Close #24","3s 295ms - 3s 295ms","0","<unknown>","ZipResourceFile.buildClassPathCacheData","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.boot/com/intellij/util/lang/ZipResourceFile$1.class""   
Class=""java.io.FileInputStream""","1"
"File.Open #25","3s 295ms - 3s 296ms","0","<unknown>","ClasspathCache.applyLoaderData","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/StrippedLongToObjectMap.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #57","3s 296ms - 3s 296ms","0","<unknown>","ClasspathCache.applyLoaderData","Bytes=1,024 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/StrippedLongToObjectMap.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #58","3s 296ms - 3s 296ms","0","<unknown>","ClasspathCache.applyLoaderData","Bytes=2,048 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/StrippedLongToObjectMap.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #59","3s 296ms - 3s 296ms","0","<unknown>","ClasspathCache.applyLoaderData","Bytes=1,380 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/StrippedLongToObjectMap.class""   
Class=""java.io.FileInputStream""","1"
"File.Close #25","3s 296ms - 3s 296ms","0","<unknown>","ClasspathCache.applyLoaderData","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/StrippedLongToObjectMap.class""   
Class=""java.io.FileInputStream""","1"
"File.Open #26","3s 297ms - 3s 298ms","0","<unknown>","StrippedLongToObjectMap.<init>","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/Hash.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #60","3s 298ms - 3s 298ms","0","<unknown>","StrippedLongToObjectMap.<init>","Bytes=1,024 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/Hash.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #61","3s 298ms - 3s 298ms","0","<unknown>","StrippedLongToObjectMap.<init>","Bytes=493 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/Hash.class""   
Class=""java.io.FileInputStream""","1"
"File.Close #26","3s 298ms - 3s 298ms","0","<unknown>","StrippedLongToObjectMap.<init>","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/Hash.class""   
Class=""java.io.FileInputStream""","1"
"File.Open #27","3s 301ms - 3s 301ms","0","<unknown>","ImmutableZipFile.getIndex","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/Xxh3.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #62","3s 301ms - 3s 301ms","0","<unknown>","ImmutableZipFile.getIndex","Bytes=1,024 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/Xxh3.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #63","3s 301ms - 3s 301ms","0","<unknown>","ImmutableZipFile.getIndex","Bytes=2,048 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/Xxh3.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #64","3s 301ms - 3s 302ms","0","<unknown>","ImmutableZipFile.getIndex","Bytes=1,683 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/Xxh3.class""   
Class=""java.io.FileInputStream""","1"
"File.Close #27","3s 302ms - 3s 302ms","0","<unknown>","ImmutableZipFile.getIndex","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/Xxh3.class""   
Class=""java.io.FileInputStream""","1"
"File.Open #28","3s 303ms - 3s 303ms","0","<unknown>","ImmutableZipFile.getIndex","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/ByteArrayAccess.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #65","3s 303ms - 3s 304ms","0","<unknown>","ImmutableZipFile.getIndex","Bytes=1,024 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/ByteArrayAccess.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #66","3s 304ms - 3s 304ms","0","<unknown>","ImmutableZipFile.getIndex","Bytes=573 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/ByteArrayAccess.class""   
Class=""java.io.FileInputStream""","1"
"File.Close #28","3s 304ms - 3s 304ms","0","<unknown>","ImmutableZipFile.getIndex","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/ByteArrayAccess.class""   
Class=""java.io.FileInputStream""","1"
"File.Open #29","3s 305ms - 3s 305ms","0","<unknown>","ImmutableZipFile.getIndex","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/Xxh3$LongArrayAccessForLongs.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #67","3s 305ms - 3s 305ms","0","<unknown>","ImmutableZipFile.getIndex","Bytes=1,024 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/Xxh3$LongArrayAccessForLongs.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #68","3s 305ms - 3s 305ms","0","<unknown>","ImmutableZipFile.getIndex","Bytes=271 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/Xxh3$LongArrayAccessForLongs.class""   
Class=""java.io.FileInputStream""","1"
"File.Close #29","3s 305ms - 3s 305ms","0","<unknown>","ImmutableZipFile.getIndex","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.zip/org/jetbrains/xxh3/Xxh3$LongArrayAccessForLongs.class""   
Class=""java.io.FileInputStream""","1"
"File.Open #30","3s 380ms - 3s 380ms","0","Monitor Ctrl-Break","AppMainV2$1.run","Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/conf/net.properties""   
Class=""java.io.FileInputStream""","1"
"File.Read #69","3s 381ms - 3s 381ms","0","Monitor Ctrl-Break","AppMainV2$1.run","Bytes=6,608 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/conf/net.properties""   
Class=""java.io.FileInputStream""","1"
"File.Read #70","3s 381ms - 3s 381ms","0","Monitor Ctrl-Break","AppMainV2$1.run","Bytes=0 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/conf/net.properties""   
Class=""java.io.FileInputStream""","1"
"File.Read #71","3s 381ms - 3s 381ms","0","Monitor Ctrl-Break","AppMainV2$1.run","Bytes=0 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/conf/net.properties""   
Class=""java.io.FileInputStream""","1"
"File.Close #30","3s 381ms - 3s 381ms","0","Monitor Ctrl-Break","AppMainV2$1.run","Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/conf/net.properties""   
Class=""java.io.FileInputStream""","1"
"Socket.Open #1","3s 594ms - 3s 678ms","84","Monitor Ctrl-Break","AppMainV2$1.run","Address=""/127.0.0.1:53277""   
Class=""java.net.Socket""","1"
"Socket.Read #1","3s 681ms - 2m 18s 651ms","<Not closed>","Monitor Ctrl-Break","AppMainV2$1.run","Bytes=0 — 
Address=""/127.0.0.1:53277""   
Class=""java.net.Socket""","1"
"File.Open #31","3s 999ms - 3s 999ms","0","main","FileLoader.getResource","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/FileLoader$FileResource.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #72","3s 999ms - 3s 999ms","0","main","FileLoader.getResource","Bytes=1,024 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/FileLoader$FileResource.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #73","3s 999ms - 3s 999ms","0","main","FileLoader.getResource","Bytes=1,883 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/FileLoader$FileResource.class""   
Class=""java.io.FileInputStream""","1"
"File.Close #31","3s 999ms - 3s 999ms","0","main","FileLoader.getResource","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.util.classLoader/com/intellij/util/lang/FileLoader$FileResource.class""   
Class=""java.io.FileInputStream""","1"
"File.Open #32","4s 56ms - 4s 57ms","0","main","UrlClassLoader.findClass","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.boot/com/intellij/util/lang/PathClassLoader$BytecodeTransformer.class""   
Class=""java.io.FileInputStream""","1"
"File.Read #74","4s 57ms - 4s 57ms","0","main","UrlClassLoader.findClass","Bytes=664 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.boot/com/intellij/util/lang/PathClassLoader$BytecodeTransformer.class""   
Class=""java.io.FileInputStream""","1"
"File.Close #32","4s 57ms - 4s 57ms","0","main","UrlClassLoader.findClass","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.boot/com/intellij/util/lang/PathClassLoader$BytecodeTransformer.class""   
Class=""java.io.FileInputStream""","1"
"File.Open #33","4s 726ms - 4s 726ms","0","DefaultDispatcher-worker-5","StartupUtil$configureJavaUtilLogging$1.invokeSuspend","Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/conf/logging.properties""   
Class=""java.io.FileInputStream""","1"
"File.Read #75","4s 842ms - 4s 845ms","3","DefaultDispatcher-worker-5","StartupUtil$configureJavaUtilLogging$1.invokeSuspend","Bytes=2,732 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/conf/logging.properties""   
Class=""java.io.FileInputStream""","1"
"File.Read #76","4s 846ms - 4s 846ms","0","DefaultDispatcher-worker-5","StartupUtil$configureJavaUtilLogging$1.invokeSuspend","Bytes=0 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/conf/logging.properties""   
Class=""java.io.FileInputStream""","1"
"File.Open #34","4s 900ms - 4s 915ms","15","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Close #33","4s 907ms - 4s 910ms","3","DefaultDispatcher-worker-5","StartupUtil$configureJavaUtilLogging$1.invokeSuspend","Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/conf/logging.properties""   
Class=""java.io.FileInputStream""","1"
"File.Read #77","4s 915ms - 4s 916ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #78","4s 918ms - 4s 922ms","3","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #79","4s 922ms - 4s 927ms","5","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #80","4s 927ms - 4s 927ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #81","4s 927ms - 4s 927ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #82","4s 927ms - 4s 928ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #83","4s 928ms - 4s 928ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #84","4s 928ms - 4s 928ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #85","4s 928ms - 4s 928ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #86","4s 928ms - 4s 928ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #87","4s 928ms - 4s 928ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #88","4s 928ms - 4s 928ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #89","4s 928ms - 4s 928ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=8,192 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
"File.Read #90","4s 929ms - 4s 929ms","0","DefaultDispatcher-worker-11","DebugProbesImpl.<clinit>","Bytes=425 — 
Path=""/Users/vakosta/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/222.4345.14/IntelliJ IDEA.app/Contents/jbr/Contents/Home/lib/tzdb.dat""   
Class=""java.io.FileInputStream""","1"
