pd_timestamp,relative_timestamp,activity,activity_file,case_id,path
154047,450001,lstat,lstat | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/gateway-server/.mvn/maven.config\0"""
154051,2231506,open,open | pom.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/gateway-server/pom.xml\0"""
154054,2231628,open,open | pom.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/gateway-server/pom.xml\0"""
154154,450081,lstat,lstat | profiles.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/main-service/profiles.xml\0"""
154177,450237,lstat,lstat | jvm.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/main-service/.mvn/jvm.config\0"""
154184,450279,lstat,lstat | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/main-service/.mvn/maven.config\0"""
154188,2237066,open,open | pom.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/main-service/pom.xml\0"""
154191,2237168,open,open | pom.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/main-service/pom.xml\0"""
154313,450449,lstat,lstat | profiles.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/video-service/profiles.xml\0"""
154337,450559,lstat,lstat | jvm.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/video-service/.mvn/jvm.config\0"""
154344,450600,lstat,lstat | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/video-service/.mvn/maven.config\0"""
154353,2243435,open,open | pom.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/video-service/pom.xml\0"""
154356,2243548,open,open | pom.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/video-service/pom.xml\0"""
156481,63497,lstat,lstat | pom.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/pom.xml\0"""
156872,10838,lstat,lstat | MavenWrapperDownloader.java,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/wrapper/MavenWrapperDownloader.java\0"""
156886,10905,lstat,lstat | wrapper.properties,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/auth-server/.mvn/wrapper/maven-wrapper.properties\0"""
156893,64219,lstat,lstat | wrapper.jar,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/wrapper/maven-wrapper.jar\0"""
156905,4506221,getattrlist,getattrlist | wrapper.properties,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/auth-server/.mvn/wrapper/maven-wrapper.properties\0"""
156914,3040370,stat64,stat64 | jsonCatalog.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jsonCatalog.xml\0"""
156919,64297,lstat,lstat | wrapper.properties,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/auth-server/.mvn/wrapper/maven-wrapper.properties\0"""
156930,3040707,stat64,stat64 | jsonSchemas.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jsonSchemas.xml\0"""
157005,64463,lstat,lstat | analysis.yml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.github/workflows/detekt-analysis.yml\0"""
157076,11194,lstat,lstat | maven.yml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.github/workflows/maven.yml\0"""
157104,11249,lstat,lstat | analysis.yml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.github/workflows/codeql-analysis.yml\0"""
157369,64858,lstat,lstat | wrapper.properties,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/eureka-server/.mvn/wrapper/maven-wrapper.properties\0"""
157391,4507094,getattrlist,getattrlist | wrapper.properties,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/eureka-server/.mvn/wrapper/maven-wrapper.properties\0"""
157411,64926,lstat,lstat | wrapper.properties,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/eureka-server/.mvn/wrapper/maven-wrapper.properties\0"""
157560,65406,lstat,lstat | pom.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/gateway-server/pom.xml\0"""
157722,65850,lstat,lstat | pom.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/video-service/pom.xml\0"""
157723,6042,lstat,lstat | AuthServerApplication.java,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/auth-server/src/main/java/tv/comnata/authserver/AuthServerApplication.java\0"""
157793,66019,lstat,lstat | Config.java,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/auth-server/src/main/java/tv/comnata/authserver/security/JWTOAuth2Config.java\0"""
157822,6393,lstat,lstat | pom.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/eureka-server/pom.xml\0"""
157824,66077,lstat,lstat | CustomTokenEnhancer.java,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/auth-server/src/main/java/tv/comnata/authserver/security/CustomTokenEnhancer.java\0"""
157842,6439,lstat,lstat | Config.java,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/auth-server/src/main/java/tv/comnata/authserver/security/OAuth2Config.java\0"""
157867,6509,lstat,lstat | WebSecurityConfigurer.java,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/auth-server/src/main/java/tv/comnata/authserver/security/WebSecurityConfigurer.java\0"""
157912,6720,lstat,lstat | application.yml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/auth-server/src/main/resources/application.yml\0"""
157943,66475,lstat,lstat | pom.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/main-service/pom.xml\0"""
158060,66980,lstat,lstat | wrapper.properties,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/video-service/.mvn/wrapper/maven-wrapper.properties\0"""
158095,4508662,getattrlist,getattrlist | wrapper.properties,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/video-service/.mvn/wrapper/maven-wrapper.properties\0"""
158108,7091,lstat,lstat | wrapper.properties,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/video-service/.mvn/wrapper/maven-wrapper.properties\0"""
158344,287011,stat64,stat64 | webContexts.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/webContexts.xml\0"""
158820,3959879,stat64,stat64 | packagesearch.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/packagesearch.xml\0"""
159120,37004,stat64,stat64 | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/maven.config\0"""
159122,37080,stat64,stat64 | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/maven.config\0"""
159147,37511,stat64,stat64 | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/maven.config\0"""
159148,37542,stat64,stat64 | jvm.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/jvm.config\0"""
159383,41159,stat64,stat64 | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/maven.config\0"""
159386,41203,stat64,stat64 | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/maven.config\0"""
160172,1425687,stat64,stat64 | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/maven.config\0"""
160174,1425731,stat64,stat64 | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/maven.config\0"""
160176,1425945,stat64,stat64 | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/maven.config\0"""
160177,1425967,stat64,stat64 | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/maven.config\0"""
168593,4326685,open,open | compose.yml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/docker-compose.yml\0"""
211830,112311247,stat64,stat64 | databaseColors.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/databaseColors.xml\0"""
211882,3135037,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212054,3143993,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212097,112313373,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212136,112315085,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212169,112316409,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212201,112317842,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212246,112319345,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212330,112330229,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212353,112330775,stat64,stat64 | usage.statistics,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/usage.statistics.xml\0"""
212373,112331791,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212547,112344249,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212571,112345660,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212592,112346428,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212617,112348291,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212642,112349653,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212667,112351493,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
212982,112364968,stat64,stat64 | workspace.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/workspace.xml\0"""
212984,112365041,open,open | workspace.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/workspace.xml\0"""
212990,112365479,lstat,lstat | workspace.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/workspace.xml\0"""
213139,112380469,open,open | encodings.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/encodings.xml\0"""
213197,112382124,open,open | encodings.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/encodings.xml.tmp\0"""
213203,112382214,access,access | encodings.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/encodings.xml\0"""
213205,112382321,rename,rename | encodings.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/encodings.xml\0"""
213207,112382438,rename,rename | encodings.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/encodings.xml.tmp\0"""
213208,112382473,lstat64,lstat64 | encodings.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/encodings.xml~\0"""
213209,112382510,unlink,unlink | encodings.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/encodings.xml~\0"""
213210,112382545,lstat,lstat | encodings.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/encodings.xml\0"""
213363,112384259,lstat,lstat | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
213371,112384367,lstat,lstat | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
213382,112384572,stat64,stat64 | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
213384,112384644,open,open | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
213409,112385207,lstat,lstat | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
213507,112386566,open,open | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
213559,112388249,open,open | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml.tmp\0"""
213566,112388422,access,access | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
213568,112388558,rename,rename | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
213571,112388687,rename,rename | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml.tmp\0"""
213572,112388720,lstat64,lstat64 | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml~\0"""
213573,112388781,unlink,unlink | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml~\0"""
213578,112388839,lstat,lstat | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
213688,112389831,lstat,lstat | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml\0"""
213708,112389958,lstat,lstat | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml\0"""
213721,112390192,stat64,stat64 | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml\0"""
213723,112390270,open,open | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml\0"""
213728,112390750,lstat,lstat | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml\0"""
213845,112392069,open,open | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml\0"""
213906,112393393,open,open | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml.tmp\0"""
213909,112393495,access,access | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml\0"""
213915,112393639,rename,rename | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml\0"""
213916,112393714,rename,rename | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml.tmp\0"""
213917,112393734,lstat64,lstat64 | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml~\0"""
213918,112393767,unlink,unlink | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml~\0"""
213919,112393799,lstat,lstat | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml\0"""
214027,112394600,lstat,lstat | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml\0"""
214035,112394675,lstat,lstat | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml\0"""
214047,112394847,stat64,stat64 | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml\0"""
214049,112394920,open,open | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml\0"""
214058,112395371,lstat,lstat | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml\0"""
214185,112396669,open,open | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml\0"""
214232,112398000,open,open | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml.tmp\0"""
214243,112398129,access,access | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml\0"""
214246,112398235,rename,rename | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml\0"""
214247,112398352,rename,rename | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml.tmp\0"""
214248,112398379,lstat64,lstat64 | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml~\0"""
214252,112398424,unlink,unlink | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml~\0"""
214254,112398476,lstat,lstat | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml\0"""
214357,7083060,open,open | modules.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/modules.xml\0"""
214366,1964984,stat64,stat64 | encodings.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/encodings.xml\0"""
214369,1965007,stat64,stat64 | jarRepositories.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/jarRepositories.xml\0"""
214373,1965022,stat64,stat64 | vcs.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/vcs.xml\0"""
214374,1965037,stat64,stat64 | workspace.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/workspace.xml\0"""
214375,1965050,stat64,stat64 | kotlinc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/kotlinc.xml\0"""
214376,1965065,stat64,stat64 | misc.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/misc.xml\0"""
214377,1965079,stat64,stat64 | compiler.xml,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.idea/compiler.xml\0"""
214416,1965188,stat64,stat64 | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/maven.config\0"""
214417,1965222,stat64,stat64 | maven.config,3,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr3/.mvn/maven.config\0"""
224889,92322789,getattrlist,getattrlist | mvnw.cmd,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/mvnw.cmd\0"""
224890,92322803,stat64,stat64 | mvnw.cmd,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/mvnw.cmd\0"""
224891,92322810,access,access | mvnw.cmd,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/mvnw.cmd\0"""
224892,92322815,stat64,stat64 | mvnw.cmd,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/mvnw.cmd\0"""
224893,92322839,getattrlist,getattrlist | pom.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/pom.xml\0"""
224894,92322853,stat64,stat64 | pom.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/pom.xml\0"""
224895,92322859,access,access | pom.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/pom.xml\0"""
224896,92322864,stat64,stat64 | pom.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/pom.xml\0"""
224897,92322889,getattrlist,getattrlist | README.md,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/README.md\0"""
224898,92322917,stat64,stat64 | README.md,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/README.md\0"""
224899,92322939,access,access | README.md,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/README.md\0"""
224900,92322946,stat64,stat64 | README.md,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/README.md\0"""
226632,112627961,lstat,lstat | compose.yml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/docker-compose.yml\0"""
226635,112628048,lstat,lstat | README.md,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/README.md\0"""
226638,112628159,lstat,lstat | pom.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/pom.xml\0"""
226640,112628223,lstat,lstat | config.yml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/_config.yml\0"""
226641,112628248,lstat,lstat | mvnw.cmd,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/mvnw.cmd\0"""
226689,7124821,lstat,lstat | pom.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/pom.xml\0"""
226690,7124837,lstat,lstat | mvnw.cmd,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/mvnw.cmd\0"""
226691,7124854,lstat,lstat | README.md,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/README.md\0"""
226693,7124885,lstat,lstat | config.yml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/_config.yml\0"""
226699,7124980,lstat,lstat | compose.yml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/docker-compose.yml\0"""
227620,82533,stat64,stat64 | workspace.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/workspace.xml\0"""
227621,82589,stat64,stat64 | misc.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/misc.xml\0"""
227670,83693,stat64,stat64 | modules.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/modules.xml\0"""
227774,399316,stat64,stat64 | settings.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/inspectionProfiles/profiles_settings.xml\0"""
227788,399522,stat64,stat64 | intellij.yaml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/intellij.yaml\0"""
227789,399546,open,open | intellij.yml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/intellij.yml\0"""
227792,1574823,stat64,stat64 | codeStyleSettings.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/codeStyleSettings.xml\0"""
227803,61284,stat64,stat64 | webServers.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/webServers.xml\0"""
227810,1351416,stat64,stat64 | vcs.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/vcs.xml\0"""
227828,1575403,stat64,stat64 | compiler.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/compiler.xml\0"""
227844,61645,stat64,stat64 | gradle.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/gradle.xml\0"""
227925,62418,stat64,stat64 | ant.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/ant.xml\0"""
227957,1576583,access,access | kotlinc.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/kotlinc.xml\0"""
228039,403009,access,access | kotlinc.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/kotlinc.xml\0"""
228116,404266,access,access | kotlinc.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/kotlinc.xml\0"""
228117,65460,stat64,stat64 | dataSources.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/dataSources.xml\0"""
228153,404725,access,access | kotlinc.xml,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.idea/kotlinc.xml\0"""
230333,112653743,lstat,lstat | wrapper.properties,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.mvn/wrapper/maven-wrapper.properties\0"""
230354,112653802,getattrlist,getattrlist | wrapper.properties,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.mvn/wrapper/maven-wrapper.properties\0"""
230368,112653888,open,open | wrapper.properties,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/.mvn/wrapper/maven-wrapper.properties\0"""
230578,271729,lstat,lstat | WebsocketEventListener.kt,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/main-service/src/main/kotlin/tv/comnata/mainservice/eventlisteners/WebsocketEventListener.kt\0"""
230579,4518584,lstat,lstat | RoomRepository.kt,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/main-service/src/main/kotlin/tv/comnata/mainservice/repositories/RoomRepository.kt\0"""
230585,4518607,lstat,lstat | UserRepository.kt,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/main-service/src/main/kotlin/tv/comnata/mainservice/repositories/UserRepository.kt\0"""
230587,1050939,lstat,lstat | AuthServerApplication.java,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/auth-server/src/main/java/tv/comnata/authserver/AuthServerApplication.java\0"""
230598,271809,lstat,lstat | app.js,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/main-service/src/main/resources/static/app.js\0"""
230604,271828,lstat,lstat | index.html,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/main-service/src/main/resources/static/index.html\0"""
230606,4518698,lstat,lstat | MainClient.kt,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/video-service/src/main/java/tv/comnata/videoservice/clients/MainClient.kt\0"""
230608,4300,lstat,lstat | VideoUploadResponse.kt,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/video-service/src/main/java/tv/comnata/videoservice/entities/VideoUploadResponse.kt\0"""
230610,1051042,lstat,lstat | AppConfig.java,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/video-service/src/main/java/tv/comnata/videoservice/configs/AppConfig.java\0"""
230614,1051060,lstat,lstat | SwaggerConfig.kt,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/video-service/src/main/java/tv/comnata/videoservice/configs/SwaggerConfig.kt\0"""
230617,1051079,lstat,lstat | WebSecurityConfig.java,4,"""/Users/vakosta/Developer/IdeaProjects/Comnata_nmbr4/video-service/src/main/java/tv/comnata/videoservice/configs/WebSecurityConfig.java\0"""
