,relative_timestamp,operation,p1,p2,p3
65994,2637499,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/.editorconfig\0""",0x700010636360,0x0
65995,2637503,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/.editorconfig\0""",0x700010636360,0x0
65996,2637506,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/.editorconfig\0""",0x700010636360,0x0
65997,2637510,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/.editorconfig\0""",0x700010636360,0x0
65998,2637513,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/.editorconfig\0""",0x700010636360,0x0
65999,2637516,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.editorconfig\0""",0x700010636360,0x0
66000,2637519,stat64,"""/Users/vakosta/Developer/IdeaProjects/.editorconfig\0""",0x700010636360,0x0
66001,2637522,stat64,"""/Users/vakosta/Developer/.editorconfig\0""",0x700010636360,0x0
66002,2637526,stat64,"""/Users/vakosta/.editorconfig\0""",0x700010636360,0x0
66003,2637529,stat64,"""/Users/.editorconfig\0""",0x700010636360,0x0
66064,2637726,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/eventlisteners/.editorconfig\0""",0x700010636360,0x0
66068,2637740,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/.editorconfig\0""",0x700010636360,0x0
66069,2637745,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/.editorconfig\0""",0x700010636360,0x0
66071,2637748,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/.editorconfig\0""",0x700010636360,0x0
66073,2637752,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/.editorconfig\0""",0x700010636360,0x0
66075,2637755,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/.editorconfig\0""",0x700010636360,0x0
66077,2637759,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/.editorconfig\0""",0x700010636360,0x0
66078,2637762,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/.editorconfig\0""",0x700010636360,0x0
66079,2637765,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.editorconfig\0""",0x700010636360,0x0
66082,2637770,stat64,"""/Users/vakosta/Developer/IdeaProjects/.editorconfig\0""",0x700010636360,0x0
66088,2637787,stat64,"""/Users/vakosta/Developer/.editorconfig\0""",0x700010636360,0x0
66090,2637796,stat64,"""/Users/vakosta/.editorconfig\0""",0x700010636360,0x0
66093,2637802,stat64,"""/Users/.editorconfig\0""",0x700010636360,0x0
66267,2637993,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/repositories/.editorconfig\0""",0x700010636360,0x0
66268,2638002,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/.editorconfig\0""",0x700010636360,0x0
66269,2638006,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/.editorconfig\0""",0x700010636360,0x0
66270,2638010,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/.editorconfig\0""",0x700010636360,0x0
66271,2638014,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/.editorconfig\0""",0x700010636360,0x0
66272,2638024,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/.editorconfig\0""",0x700010636360,0x0
66273,2638028,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/.editorconfig\0""",0x700010636360,0x0
66274,2638032,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/.editorconfig\0""",0x700010636360,0x0
66275,2638035,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.editorconfig\0""",0x700010636360,0x0
66276,2638039,stat64,"""/Users/vakosta/Developer/IdeaProjects/.editorconfig\0""",0x700010636360,0x0
66277,2638043,stat64,"""/Users/vakosta/Developer/.editorconfig\0""",0x700010636360,0x0
66278,2638046,stat64,"""/Users/vakosta/.editorconfig\0""",0x700010636360,0x0
66279,2638049,stat64,"""/Users/.editorconfig\0""",0x700010636360,0x0
67515,49604300,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
67516,49604403,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
68757,8435,getattrlist,"""/Users\0""",0x7FF80D2E01D4,0x700012ED4CD0
68760,8467,getattrlist,"""/Users/vakosta\0""",0x7FF80D2E01D4,0x700012ED4CD0
68762,8487,getattrlist,"""/Users/vakosta/Library\0""",0x7FF80D2E01D4,0x700012ED4CD0
68763,8506,getattrlist,"""/Users/vakosta/Library/Caches\0""",0x7FF80D2E01D4,0x700012ED4CD0
68766,8536,getattrlist,"""/Users/vakosta/Library/Caches/JetBrains\0""",0x7FF80D2E01D4,0x700012ED4CD0
68770,8552,getattrlist,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3\0""",0x7FF80D2E01D4,0x700012ED4CD0
68796,9156,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/stat/unit.0\0""",0x0,0x0
68977,873347,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintoplevelfunctionfqnnameindex/org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelFunctionFqnNameIndex.storage.keystream\0""",0x0,0x0
69086,875387,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintoplevelpropertyfqnnameindex/org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelPropertyFqnNameIndex.storage.keystream\0""",0x0,0x0
70790,79170,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
71166,79300,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
71192,79452,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
71220,79558,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
71238,79649,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
71254,79729,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
71268,79807,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
71279,79876,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
71294,79974,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
71306,80064,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
71321,80138,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
71414,479006,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinfullclassnameindex/org.jetbrains.kotlin.idea.stubindex.KotlinFullClassNameIndex.storage.keystream\0""",0x0,0x0
71502,480645,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintopleveltypealiasfqnameindex/org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelTypeAliasFqNameIndex.storage.keystream\0""",0x0,0x0
71854,49930653,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
71855,49930736,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
71866,49931439,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
71867,49931496,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
71874,49931604,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
71875,49931640,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
71997,485260,getattrlist,"""/Users\0""",0x7FF80D2E01D4,0x70000FB12AF0
71999,485268,getattrlist,"""/Users/vakosta\0""",0x7FF80D2E01D4,0x70000FB12AF0
72001,485272,getattrlist,"""/Users/vakosta/.gradle\0""",0x7FF80D2E01D4,0x70000FB12AF0
72002,485277,getattrlist,"""/Users\0""",0x7FF80D2E01D4,0x70000FB12AF0
72003,485282,getattrlist,"""/Users/vakosta\0""",0x7FF80D2E01D4,0x70000FB12AF0
72966,885066,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinfullclassnameindex/org.jetbrains.kotlin.idea.stubindex.KotlinFullClassNameIndex.storage.keystream\0""",0x0,0x0
73013,886096,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintopleveltypealiasfqnameindex/org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelTypeAliasFqNameIndex.storage.keystream\0""",0x0,0x0
73021,889778,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/java.class.shortname/java.class.shortname.project\0""",0x0,0x0
73271,920551,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/tmp/1672242616160/java.class.shortname.project.795938949.572125.true\0""",0x601,0x1B6
73459,944385,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/java.class.shortname/java.class.shortname.storage.keystream\0""",0x0,0x0
74442,968146,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinextensionsinobjectsbyreceivertypeindex/org.jetbrains.kotlin.idea.stubindex.KotlinExtensionsInObjectsByReceiverTypeIndex.storage.keystream\0""",0x0,0x0
74448,968764,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinsubclassobjectnameindex/org.jetbrains.kotlin.idea.stubindex.KotlinSubclassObjectNameIndex.storage.keystream\0""",0x0,0x0
74462,94409,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74499,94616,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74524,94760,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
74542,94954,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
74560,95127,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74582,95227,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74608,95319,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74624,95452,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
74648,95590,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74672,95729,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74688,95806,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
74704,95939,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-reflect/1.4.32/kotlin-reflect-1.4.32.jar\0""",0x700011EA53F0,0x0
74722,96074,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-reflect/1.4.32/kotlin-reflect-1.4.32.jar\0""",0x700011EA53F0,0x0
74747,96246,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74763,96352,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
74794,96524,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74863,96679,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74888,96786,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74920,97027,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib-common/1.4.32/kotlin-stdlib-common-1.4.32.jar\0""",0x700011EA53F0,0x0
74938,97225,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
74949,97401,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
74991,97512,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
75062,97709,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
75089,97819,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
75108,97978,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
75119,98066,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
75134,98148,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
75152,98316,stat64,"""/Users/vakosta/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.4.32/kotlin-stdlib-1.4.32.jar\0""",0x700011EA53F0,0x0
80525,1148492,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
80526,1148618,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
80527,1148633,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintoplevelextensionsbyreceivertypeindex\0""",0x1FF,0x0
80529,1148690,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintoplevelextensionsbyreceivertypeindex\0""",0x7000100A70E0,0x0
80530,1148705,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
80531,1148753,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
80532,1148764,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintoplevelextensionsbyreceivertypeindex\0""",0x1FF,0x0
80533,1148812,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintoplevelextensionsbyreceivertypeindex\0""",0x7000100A70E0,0x0
80539,1149011,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.java.source.module.name\0""",0x1FF,0x0
80540,1149092,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.java.source.module.name\0""",0x7000100A70E0,0x0
80541,1149107,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.java.source.module.name\0""",0x1FF,0x0
80542,1149154,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.java.source.module.name\0""",0x7000100A70E0,0x0
80543,1149288,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
80544,1149331,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
80545,1149339,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/vuex.store.index\0""",0x1FF,0x0
80546,1149375,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/vuex.store.index\0""",0x7000100A70E0,0x0
80547,1149384,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
80548,1149418,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
80549,1149426,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/vuex.store.index\0""",0x1FF,0x0
80550,1149460,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/vuex.store.index\0""",0x7000100A70E0,0x0
80551,1149565,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinstdlibindex\0""",0x1FF,0x0
80552,1149606,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinstdlibindex\0""",0x7000100A70E0,0x0
80553,1149616,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinstdlibindex\0""",0x1FF,0x0
80554,1149653,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinstdlibindex\0""",0x7000100A70E0,0x0
80555,1149729,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
80556,1149779,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
80557,1149788,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angularjs.directives.doc.index\0""",0x1FF,0x0
80558,1149828,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angularjs.directives.doc.index\0""",0x7000100A70E0,0x0
80559,1149838,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
80560,1149877,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
80561,1149885,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angularjs.directives.doc.index\0""",0x1FF,0x0
80562,1149924,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angularjs.directives.doc.index\0""",0x7000100A70E0,0x0
80565,1150075,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/java.fun.expression\0""",0x1FF,0x0
80568,1150223,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/java.fun.expression\0""",0x7000100A70E0,0x0
80569,1150239,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/java.fun.expression\0""",0x1FF,0x0
80570,1150286,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/java.fun.expression\0""",0x7000100A70E0,0x0
80571,1150455,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.protoeditor.java.outer.class.index\0""",0x1FF,0x0
80572,1150502,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.protoeditor.java.outer.class.index\0""",0x7000100A70E0,0x0
80573,1150512,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.protoeditor.java.outer.class.index\0""",0x1FF,0x0
80574,1150551,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.protoeditor.java.outer.class.index\0""",0x7000100A70E0,0x0
80575,1150651,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
80576,1150691,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
